toxic,nontoxic
But before we do any of that shit... we gotta find a motherfucker in the know-- someone like the mayor of Hollywood.,"but before we do anything, we need to find someone who's in here... someone like the mayor of Hollywood."
What the fuck you been doing to me?,what have you done to me?
"Where's the goddamn car, Kelly?","where's the car, Kelly?"
"So, do you grow your own shit, or...","so, you grow your own goods or..."
"What is it? Man, these damn doors.",what's with the door?
He's fucked up.,he's gone.
"Oh, fuck that, Hannah's probably left the country by now.","forget it, Hannah's probably out of the country."
"And last, every dumb shit in this city has a camera, and they all think they're Spielberg.","and finally, every fly in this town has a camera and thinks it's Spielberg."
You're not gonna take your men... ..around into the jungle to avoid a goddamn fight!,you will not lead your men into the jungle to avoid a fight!
"Oh, shit. See that?",do you see that?
Who the fuck do you think you are?,what do you think of yourself?
"How much money you got in there, cunt?",how much money do you have in the case?
Keep those fucking hands where I can see them.,put your hands where I can see them.
Life's fucked!,life is amazing!
"You look back at the past at the man you were, and you're like, ""Man, fuck that little bitch.""","you look back to the past, the man you once were and you say to yourself:"
"Whatever there is in you that liked the Mario Bava horror movies and the Sergio Leone westerns, whatever it is that got off on the fear and the violence . . . man, Mr Gray loved that shit.","the part of you that adores the horror of Maria Bava and the Westerns of Sergia Leonei, which she likes in fear and violence... and you have to acknowledge Mr. Gray loved those things."
You tell that fuckin' puta that she wants to push her shit on my turf. She's gonna have to fuckin' pay like everybody else.,"tell your friend that if he wants to sell his stuff in my territory, he's gonna have to pay, like everyone does."
Shut up!,quiet!
This shit is hard to maintain.,it's hard to keep it.
It's fuckin' Muslims.,they're Muslims.
Motherfucker! - They talk about religious experiences.,they talk about religious experiences.
Don't see my key anywhere. - Shit.,I don't see the key anywhere.
Why don't you shut up?,why don't you come down?
Usual shit.,usual stuff.
When I wouldn't see you for one or two years... ...did I ever get into your shit?,"when I couldn't see you for a year or two, did I walk into your house one day?"
It's just a stupid car problem.,we're in trouble with the car.
"We lost them, Sug! Oh, shit.","we lost them, Sugar."
"Shut up, Tammy. Ray, Sorry, man.","hey... I'm sorry, man."
"Relax, I'm just fucking with you.","relax, I'm just kidding."
"We were able to do this by making partnerships with local drug dealers and gangs, you know, that we knew we could leverage. You son of a bitch.",we could do that by collaboration with local drug dealers and gangs we knew and had leverage on them.
You guys have been kicking ass for seven years.,you guys have been having fun for seven years.
'No!' she screamed as the red idiot lights came on again.,"""no!"" She screamed, when the red light came on."
"Oh, yeah. Real fucking funny, asshole!","that was really funny, man."
She knows all that shit.,he knows them all.
I got stuck! I was running from my own shit.,I didn't do it on purpose. I ran away from my own problems.
"He was in that closet because I was never there, his mother leaving him staring up at those stupid plastic stars night after night.","he was in that chamber because I'd never been there, and his mother let him stare at the plastic stars, night after night."
What the fuck is wrong with Little Man?,what's wrong with Little Man?
Do you want to ring for each of you stupidity?,is that what you want to ring for?
"After your - your party, it was days before we figured out how to get rid of the damn thing.",your party took us days to figure out how to get rid of the thing.
"The stupidest Thull in the world will know what's going on if he sees a forest of ship masts coming down the river toward him.""","even the most limitless Thulla in the world would have figured out what he was going to see if he could see the forest of masts along the river. """
"Other night when we were in here, he was face down in that shit.",he had a whole face in it when we were here that night.
He shit everywhere.,he's gone everywhere.
"Shit. Come here, Matthew.","come here, Matthew."
"Honey, look at the goddamn place.","honey, look at this mess."
"I found my stolen car, bitch.",I found my stolen car.
You looking to get your ass fired?,you really want to get fired?
I wanna hear what these bastards are sayin' to each other.,I want to hear what the bad guys are talking about.
Your daddy is a liar.,my dad's lying.
Just gonna leave me in bum-Fuck Canada?,so you're just gonna leave me in some kind of jam in Canada?
"No! Hey, what the fuck, Michael?","hey, what's up, Michael?"
"We made it what it is! And now that it's worth something, ten years later, our former employers want to rip it to shit!","now, a decade later, when it's worth something, our former employers want to break it up!"
We gotta listen to this shit?,do we really have to listen to this stuff?
"How much money you got in there, cunt?",how much money do you have in the case?
Deal with your own shit for once.,"for once, take care of yourself."
"I'm letting you live, saving your ass.","I let you live, I'm saving you."
Poor loser.,poor guy.
What the fuck are you doing to her?,what are you doing to her?
"How about some daylight, motherfucker?",how about a little sunshine?
You get the message shit stain?,didn't you get a message?
"How about that, a goddamn robot?",what do you think about the robot?
And take this shit.,and take this.
Those bastards didn't trust me.,they didn't believe me.
"Sign the damn thing, Abner... ...so these men can dowhat they came here to do.","just sign the paper, Abner, so they can do what they came here to do."
What the fuck is everybody looking at?,what do you all look like?
"Hardy, what the fuckare you doing?","Hardy, what are you doing?"
F*** you all!,all of you!
"Yo, what the fuck?","hey, what was that?"
And he was a water polo player. It's the faggiest sport there is. Those guys wax their assholes.,"and that was playing water polo, which is probably the hottest sport."
Then this bitch suddenly says she'll give me one of her kidneys,then the woman once said she would give me her kidney.
"Do you think I wanted to spend $10,000 on your ass?",you think I wanted to spend 10 grand on you?
'Goddamn you!',"""per favore..."""
She must have penetrated the cell. - Shit.,it must have penetrated the cells when the camera was off-line.
This was a stupid idea.,it was a bad idea.
And kiss your asses good-bye.,and you kissed our good-bye.
You were with that whore next door!,you were with that girl next door!
How'd you get the name Motherfucker?,how did you get this nickname of Mamomrd?
"Angela, you know about all this shit, and you can give lessons on cleaning and all that women's stuff.","Angela, you know your intentions, you can lecture on cleaning and other women's things."
A life vest? Shit.,a life jacket?
Adults could be so dumb at times.,grown-ups can be so vague sometimes!
"""May all those damn women get it!""","""I wish I could catch all the weather women!"""
I had to walk an extra block to get around your stupid crabcatchers.,I had to go around the block to get over them.
Brubaker's been turning this place into a damn jailhouse.,Brubaker turned this place out of a devilish prison...
That's none of your damn business.,it's none of your business.
"Hello, suckers.","eh... hello, buoys"
This is stupid. We're missing the party of the year.,it's gonna be a party of the year.
You ought to be happy somebody's cooking for your ass.,you can be happy to have someone cooking.
