toxic,nontoxic
"Hello, darling. - Fuck.","hello, sweetheart."
I can't believe fine-ass bitches like yourself eat that shit.,I can't believe such nice cats eat such a thing.
Look at the fucking table!,look at the table!
Tell the mob who sing your song That they are fools and they are wrong,tell everyone they catch when your songs are sung.
"No, no, no. - Shut up.","no, no, no, no."
And remember... ...Bud white will fuck you for thisif it takes the rest of his life.,"remember...... Bud White gets you, even if it takes a lifetime."
"Yeah, who the fuck are you, Sergeant York, tryin' to take on the Germans your damn self?","sergeant York, what did he go to the Germans himself?"
"Don't blame that shit on me, Ray.","don't blame me, Ray."
Fucking move!,come on!
Sunshine... ...sunflowers... ...and sons of bitches.,the sun...... the sun...... and the sprinklers.
What the fuck man?,"what's up, man?"
"So, the video went viral, and they became local heroes. The drunk idiot...","so, the video expanded and they became local heroes."
Fuck! It's a mystery.,it's a secret.
What's going on? Shit!,what's going on?
Give me that shit.,give it to me.
"Shut up! Not a word, you hear me?","not a word, do you hear me?"
What I'm giving you now is God's real shit.,what I'm saying to you now is real stuff.
"He's playing our song. Oh, shit!",he's playing our song.
"I'm such an idiot - What did you tell them, Victor?","what did you tell them, Victor?"
"John, your fucking problem is you've never left.","John, your problem is he's never gone."
Some old slut on 42nd Street?,from a girl in 42nd Street?
He's a fucking kid.,he's a teenager.
"You're welcome, shut up.",you're welcome.
"You, the union, the party, Rome, Mosca and I do not know who else! you suck!","you, the union, the party, Rome, Moscow and Almighty God!"
Nothing new for trash like you.,"for the likes of you, nothing new."
You piece of crap! I want my phone back!,give me my phone right now!
That's enough. Shit!,that's enough!
"You calling me a blimp, you fucking Democrat?","are you calling me, the democrat?"
Sign the damn papers!,sign the papers!
"What, do you think I'm gonna fall for that shit?",you think I'm gonna fall for this?
What the fuck are you doing?,what are you doing here?
That crap'll take forever!,this will take forever!
I can't take another minute of these stupid screens!,I can't take a second with these screens!
What the fuck?!,what's wrong?
"Shut up, stupid It's only the first game!",it's only the first game!
So these guys had some kind of dumb courage.,so they have some simple courage.
That shit is fucked up.,that's messed up.
"Just like a 2nd lieutenant, give them some power... ...they roll in it like dogs in shit.","just like the second lieutenant, you give him a little power...... and he'll take you in nicely."
They found us! Shit!,they found us!
"JjangGa, my ass!","JjangGa, my world!"
Soon the Emperor signs the damn trade agreement.,soon the Emperor will sign a contract.
"What was your code, idiot?",what was your password?
"All right, fuck it..let's go.","all right, let's go."
That shit's not kosher.,this is not kosher.
What did they do to that poor old bastard?,what have they done to the poor old man?
"I hope--well, fuck it.",I hope... Ser.
"Fuck you. What do you mean ""our share""?","what do you mean, a share?"
You believe this shit?,can you believe it?
What the fuck are you doing?,what are you doing?
'Son of a bitch!' yelled Wallace again.,"""wow!"" Said Wallace again."
I don't get the point of this stupid window!,I don't understand the window!
Bullshit. I work for George.,I work for George.
And Jesse Jackson seen that shit and said:,and Jesse Jackson saw it and said:
"Then why you no say nothing, little bitch?",why didn't you say anything?
You got that shit.,you got it.
Thanks for calling asshole.,thanks for calling.
"Fuck, yeah! What are you?",what about you?
You trying to tell methat he deserves this shit?,do you think he deserves this?
"Shit is expensive, Nate.","things are expensive, Nate, you know?"
"That's right, my friend, you're a loser.","that's right, my friend."
"Jesus, fuck! .. but one day he'll learn to control it.",one day he'll learn to control it.
"No, I'm kidding, you moron.","I'm kidding, Morse."
You're nuts! What if your wife saw them?,and if your wife finds them?
I know where the fuck you live.,I know where you live.
Give me your fucking ring.,give me the ring.
You tell those assholes Don Hauser will not be intimidated!,and tell the creators that Don Hauser is not intimidated.
"I can't talk about this shit, Mike.","I can't talk about it, Mike."
"No, you're not, motherfucker.","no, you're not, Father."
"It's a she, fucker.",she's the one.
Halonen is a fat bitch. I wonder if he found a buyer for his toaster.,I wonder if he found a buyer for his toaster.
Now get your shit.,get your things.
How could she leave us alone with this lunatic?,how could she have left us here?
Who the fuck do you think you are?,do you think you're Christ?
I don't know why you get excited over that crap.,I don't know why you get so excited.
"""What the fuck is the matter with you two?","""what's the matter with you?"
Now I gotta wear the same shit I came in here with.,I'll be wearing the same thing I've come to.
"Look, stupid. - It's my turn!","now, look, it's my turn!"
This shit's like a whole another world.,it's just like a different world.
There's your fucking confession.,it's your confession.
Are you still crying over that Chili Palmer shit?,is that Chili Palmer still taking you?
Oh fuck!,"oh, no!"
"Solid move, padre of the year, shitty fucker!","solid move, Dad of the year."
"Both got dumb-ass white-trash names starting with J, played football for BT High.","those blunt names of the two starting at J, they played football at Bontemps high school."
Where do you want this shit?,where do you want this?
God. Fuck!,"oh, God."
Damn you! Clear the way!,out of the way!
"Hey, we got to celebrate this shit.","look, we have to celebrate this."
When was the last time you cleaned this shit?,when's the last time you cleaned up?
Join the fucking club.,welcome to the club.
You do this to your fucking friends?,to do this to your friends?
How do you watch that shit?,how can you watch this?
"Oh, shit. Didn't recognize you.",I didn't recognize you.
"Yeah, well, listen to this crap.",then listen to this.
"Fucking A, that's cool, Jim.","that's great, Jim."
Let me smell that shit again.,let me smell it again.
This was such a stupid idea.,this was such a bad idea.
"This shit don't feel good to me, Bobby.","I don't feel good about it, Bobby."
If you think I'm going to let my game become less important than bowling because of a couple of rich-- (dial tone) Fuck!,"if you think I'll let my sport become less important than bowling, for a couple of rich guys..."
He said that same shit.,he told me exactly the same thing.
"Go ahead, Lippincott, kill them.","go ahead, Lippincott."
Look at that shit!,look at this!
It's a job for retards !,that's a primitise job!
"If you'd have moved your fat ass when I told you to, we wouldn't be hip deep in shit right now.","if you were gonna swing by when I told you, we wouldn't be in big trouble now."
Then why are you working with morons?,then why do you work with kids?
You know who that idiot driver is?,do you know who this great-born driver is?
Say I'll work for it one more time and I'll fuck your shit up!,say it one more time and I'll put you on hold!
Then what the fuck is Becky talking about?,then what is Becky talking about?
"I'll wait for a taxi, shit!",I'm waiting for a cab.
"Bitch is mine. - Those are my pills, I swear.","those are my pills, I swear."
"When she says, ""Fuck you,"" it means ""I like you.""","when he says, ""Naser,"" he means ""I love you."""
Not this shit.,not this one.
You idiot! We were worried about you.,we were worried about you!
"The governor, the warden, New York, the goddamn Supreme Court death clerk.","the governor, the warden, the office manager, the Supreme Court."
"Fuck... Come on, let's go.","come on, let's go!"
"Do what you want to do, but you ought to check with Murphy first. fuck Murphy and fuck Rhyme.","you can do what you want, but you can talk to Murphy first."
